,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
1736,4,Male,0,Yes,No,Yes,Overweight,Usually,Usually,Occasionally,Strongly agree,Strongly agree,Never,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree
1737,4,Female,0,Yes,Yes,No,Normal,Occasionally,Usually,Never,Disagree,Agree,Occasionally,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Agree
1738,4,Male,0,Yes,No,Yes,Normal,Always,Always,Occasionally,Agree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
1739,7,Male,0,Yes,Yes,No,Overweight,Usually,Always,Once,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1740,2,Female,0,Yes,No,No,Overweight,Usually,Usually,Always,Disagree,Disagree,Never,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1741,8,Female,0,No,No,No,Overweight,Always,Usually,Occasionally,Strongly disagree,Agree,Never,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Agree
1742,5,Male,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Occasionally,Agree,Agree,Never,Neither agree nor disagree,Strongly disagree,Agree,Agree,Agree,Agree
1743,4,Female,0,Yes,No,No,Overweight,Occasionally,Usually,Always,Disagree,Agree,Never,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree
1744,16,Female,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Agree,Strongly disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree
1745,14,Female,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1746,1,Male,0,No,Yes,No,Normal,Always,Always,Occasionally,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1747,14,Male,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Agree,Neither agree nor disagree,Never,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree
1748,19,Male,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Usually,Agree,Agree,Never,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree
1749,2,Male,Maine coon,No,No,No,Normal,Always,Always,Usually,Disagree,Disagree,Occasionally,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree
1750,19,Female,0,No,Yes,No,Underweight,Usually,Occasionally,Always,Neither agree nor disagree,Neither agree nor disagree,Never,Disagree,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree
1751,2,Male,0,Yes,Yes,Yes,Overweight,Usually,Usually,Usually,Agree,Strongly agree,Never,Disagree,Agree,Agree,Disagree,Agree,Agree
1752,6,Male,0,Yes,No,No,Normal,Usually,Usually,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1753,12,Male,0,Yes,Yes,No,Overweight,Occasionally,Occasionally,Occasionally,Disagree,Agree,Occasionally,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Strongly disagree
1754,13,Male,0,Yes,Yes,No,Normal,Usually,Usually,Usually,Disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree
1755,10,Female,0,No,No,No,Normal,Usually,Occasionally,Occasionally,Strongly disagree,Neither agree nor disagree,Occasionally,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree
1756,14,Female,Burmese,No,No,No,Normal,Usually,Usually,Occasionally,Agree,Agree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Agree,Disagree
1757,9,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,0,0,Never,0,0,0,0,0,0
1758,5,Female,0,Yes,No,No,Overweight,Always,Occasionally,Never,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree
1759,17,Female,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1760,7,Male,0,No,Yes,No,Normal,Always,Always,Always,Neither agree nor disagree,Strongly agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1761,1,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
1762,18,Male,0,Yes,Yes,No,Underweight,Occasionally,Occasionally,Always,Neither agree nor disagree,Agree,Never,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1763,14,Male,0,Yes,Yes,No,Normal,Usually,Occasionally,Occasionally,Strongly agree,Disagree,Never,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
1764,4,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1765,15,Male,Bengal,Yes,Yes,Yes,Normal,Usually,Usually,Always,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1766,9,Male,0,No,No,No,Normal,Occasionally,Usually,Never,Strongly agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1767,8,Female,0,Yes,No,No,Overweight,Occasionally,Once,Never,0,0,Never,0,0,0,0,0,0
1768,5,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Disagree,Disagree,Once,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree
1769,6,Male,0,Yes,No,No,Overweight,Usually,Occasionally,Occasionally,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1770,3,Male,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree
1771,8,Female,Turish van,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1772,3,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Agree,Neither agree nor disagree,Once,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree
1773,9,Female,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Occasionally,Strongly agree,Strongly agree,Occasionally,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly agree
1774,10,Female,Bengal,Yes,No,No,Overweight,Usually,Always,Usually,Disagree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree
1775,7,Male,Maine Coon,Yes,Yes,No,Normal,Usually,Usually,Always,Disagree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree
1776,5,Female,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Strongly disagree,Agree,Never,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree
1777,1,Male,0,No,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1778,11,Male,0,Yes,Yes,No,Normal,Occasionally,Usually,Always,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree
1779,9,Female,0,No,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1780,16,Female,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
1781,6,Female,0,No,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1782,6,Male,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Neither agree nor disagree,Strongly disagree,Never,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree
1783,9,Female,0,Yes,No,Yes,Normal,Usually,Occasionally,Always,Agree,Strongly disagree,Never,Disagree,Disagree,Agree,Agree,Agree,Disagree
1784,10,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Always,Neither agree nor disagree,Disagree,Never,Agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree
1785,1,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Agree,Neither agree nor disagree,Once,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree
1786,7,Male,0,No,No,No,Overweight,Always,Always,Always,Neither agree nor disagree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1787,8,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Strongly disagree
1788,10,Female,0,Yes,Yes,No,Underweight,Usually,Usually,Occasionally,Disagree,Neither agree nor disagree,Never,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
1789,13,Female,0,Yes,No,No,Overweight,Occasionally,Occasionally,Usually,Neither agree nor disagree,Agree,Never,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
1790,12,Female,British Shorthair,Yes,Yes,No,Overweight,Usually,Usually,Usually,Disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree
1791,3,Female,Persian/Burmese,Yes,No,No,Normal,Occasionally,Usually,Usually,Disagree,Agree,Once,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
1792,7,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Neither agree nor disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree
1793,12,Female,0,Yes,No,No,Normal,Usually,Usually,Never,Agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree
1794,3,Female,British shorthaired ,Yes,No,No,Normal,Occasionally,Occasionally,Once,Agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1795,4,Male,0,Yes,No,No,Overweight,Usually,Usually,Occasionally,Agree,Agree,Never,Disagree,Disagree,Agree,Agree,Strongly agree,Agree
1796,1,Female,0,No,No,No,Normal,Usually,Usually,Occasionally,Disagree,Neither agree nor disagree,Occasionally,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree
1797,9,Male,Russian Blue,No,Yes,No,Normal,Always,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree
1798,1,Male,Ragdoll,No,No,No,Normal,Always,Always,Occasionally,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1799,5,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Disagree,Occasionally,Disagree,Agree,Agree,Agree,Agree,Disagree
1800,8,Male,0,Yes,No,No,Overweight,Always,Occasionally,Occasionally,Disagree,Strongly disagree,Occasionally,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree
1801,3,Female,0,Yes,No,No,Normal,Always,Occasionally,Never,Agree,Disagree,Never,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Strongly disagree
1802,4,Male,0,No,No,No,Normal,Occasionally,Usually,Usually,Disagree,Agree,Once,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Strongly agree
1803,13,Female,0,Yes,No,No,Normal,Usually,Occasionally,Once,Strongly agree,Agree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree
1804,6,Female,0,Yes,Yes,Yes,Overweight,Always,Occasionally,Usually,Agree,Disagree,Never,Disagree,Disagree,Agree,Agree,Agree,Disagree
1805,2,Male,0,Yes,No,Yes,Overweight,Always,Always,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Occasionally,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Disagree
1806,16,Female,0,Yes,Yes,No,Underweight,Never,Occasionally,Usually,Agree,Strongly agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1807,3,Female,0,No,No,Yes,Normal,Once,Usually,Once,Strongly agree,Agree,Never,Disagree,Disagree,Agree,Agree,Agree,Agree
1808,2,Male,cross breed ,Yes,No,No,Normal,Usually,Usually,Always,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
1809,12,Female,0,Yes,No,Yes,Overweight,Usually,Occasionally,Always,Strongly disagree,Neither agree nor disagree,Usually,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree
1810,11,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1811,17,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1812,11,Female,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Usually,Strongly disagree,Strongly agree,Once,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree
1813,8,Female,Chinchilla,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1814,1,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1815,12,Male,0,Yes,No,No,Overweight,Occasionally,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
1816,6,Male,0,No,No,No,Normal,Always,Occasionally,Usually,Agree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree
1817,3,Female,0,Yes,No,No,Normal,Usually,Always,Always,Neither agree nor disagree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
1818,10,Male,Short haired ginger,Yes,No,No,Normal,Always,Occasionally,Usually,Strongly agree,Agree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1819,3,Male,0,Yes,No,Yes,Normal,Always,Occasionally,Never,Disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree
1820,6,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Usually,Disagree,Disagree,Once,Disagree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree
1821,6,Male,0,Yes,Yes,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Agree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1822,7,Female,0,No,No,No,Normal,Usually,Usually,Never,Strongly agree,Strongly agree,Never,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree
1823,4,Male,British shorthair,Yes,No,No,Normal,Usually,Usually,Usually,Neither agree nor disagree,Agree,Occasionally,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree
1824,6,Male,0,Yes,No,No,Overweight,Always,Occasionally,Never,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1825,15,Female,0,Yes,No,No,Overweight,Occasionally,Never,Never,Strongly disagree,Disagree,Occasionally,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree
1826,2,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Agree,Strongly agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree
1827,4,Female,0,Yes,No,No,Normal,Usually,Usually,Usually,Agree,Agree,Never,Agree,Agree,Agree,Agree,Agree,Agree
1828,17,Female,Persian blue,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Never,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree
1829,19,Female,0,Yes,Yes,Yes,Normal,Occasionally,Occasionally,Usually,Neither agree nor disagree,Agree,Never,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
1830,12,Female,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Neither agree nor disagree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1831,8,Male,0,Yes,No,No,Normal,Occasionally,Usually,Always,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1832,22,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Occasionally,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree
1833,4,Female,0,Yes,No,Yes,Normal,Usually,Usually,Occasionally,Agree,Agree,Once,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree
1834,10,Male,0,Yes,No,No,Overweight,Usually,Usually,Always,Disagree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1835,4,Female,0,Yes,No,No,Normal,Usually,Always,Occasionally,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree
1836,4,Female,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly agree,Neither agree nor disagree
1837,5,Male,0,Yes,No,No,Overweight,Usually,Usually,Occasionally,Strongly agree,Disagree,Never,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree
1838,5,Male,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Agree,Disagree,Never,Agree,Disagree,Agree,Strongly agree,Agree,Disagree
1839,22,Female,Tabby,No,Yes,No,Underweight,Never,Never,Occasionally,Neither agree nor disagree,Disagree,Never,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree
